graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
18325,3,7,10,4,7,3,6,8,tensor([[0]])
18326,3,9,13,4,9,3,6,11,tensor([[0]])
18327,3,8,13,3,8,3,6,10,tensor([[0]])
18328,2,9,13,4,9,2,6,11,tensor([[0]])
18329,1,14,15,9,14,1,2,22,tensor([[0]])
18330,10,8,18,3,8,10,17,4,tensor([[0]])
18331,10,8,18,4,8,10,18,4,tensor([[0]])
18332,3,17,20,14,17,3,11,23,tensor([[0]])
18333,6,13,19,5,13,6,13,11,tensor([[0]])
18334,1,16,17,12,16,1,5,24,tensor([[0]])
18335,8,34,42,7,34,8,10,39,tensor([[0]])
18336,8,28,36,7,28,8,10,33,tensor([[1]])
18337,5,10,15,8,10,5,13,10,tensor([[1]])
18338,5,8,13,11,8,5,13,11,tensor([[1]])
18339,5,12,17,8,12,5,12,13,tensor([[0]])
18340,2,5,9,10,5,2,5,14,tensor([[0]])
18341,9,11,22,5,11,9,11,16,tensor([[0]])
18342,6,8,16,4,8,6,8,12,tensor([[0]])
18343,3,17,24,4,17,3,7,21,tensor([[0]])
18344,5,6,11,5,6,5,12,4,tensor([[0]])
18345,7,6,14,5,6,7,13,6,tensor([[0]])
18346,6,6,13,5,6,6,12,6,tensor([[0]])
18347,6,5,11,4,5,6,11,4,tensor([[0]])
18348,8,26,36,9,26,8,23,22,tensor([[0]])
18349,8,24,33,12,24,8,24,21,tensor([[0]])
18350,5,11,16,7,11,5,17,6,tensor([[0]])
18351,2,12,14,5,12,2,11,8,tensor([[0]])
18352,2,13,15,6,13,2,11,10,tensor([[0]])
18353,0,12,12,11,12,0,7,16,tensor([[0]])
18354,9,6,15,8,6,9,18,5,tensor([[0]])
18355,8,9,18,6,9,8,15,9,tensor([[0]])
18356,8,9,18,8,9,8,18,8,tensor([[0]])
18357,8,6,14,7,6,8,15,6,tensor([[0]])
18358,8,6,14,6,6,8,16,4,tensor([[0]])
18359,8,7,15,5,7,8,15,5,tensor([[0]])
18360,8,8,17,5,8,8,16,6,tensor([[0]])
18361,8,7,15,8,7,8,15,8,tensor([[0]])
18362,8,8,16,6,8,8,16,6,tensor([[0]])
18363,9,7,16,6,7,9,16,6,tensor([[0]])
18364,7,11,18,5,11,7,17,6,tensor([[0]])
18365,4,4,8,6,4,4,9,5,tensor([[1]])
18366,9,6,16,3,6,9,16,3,tensor([[0]])
18367,9,7,17,2,7,9,16,3,tensor([[0]])
18368,9,6,16,3,6,9,16,3,tensor([[0]])
18369,9,6,16,2,6,9,16,2,tensor([[1]])
18370,8,8,16,2,8,8,14,4,tensor([[0]])
18371,5,4,10,2,4,5,10,2,tensor([[0]])
18372,4,3,7,5,3,4,9,3,tensor([[0]])
18373,4,4,8,4,4,4,11,1,tensor([[0]])
18374,9,7,16,2,7,9,16,2,tensor([[0]])
18375,8,8,16,3,8,8,17,2,tensor([[0]])
18376,8,9,17,3,9,8,18,2,tensor([[0]])
18377,8,8,16,4,8,8,15,5,tensor([[0]])
18378,9,7,16,5,7,9,15,6,tensor([[0]])
18379,8,8,16,3,8,8,15,4,tensor([[0]])
18380,8,8,16,7,8,8,16,7,tensor([[0]])
18381,9,5,14,7,5,9,14,7,tensor([[0]])
18382,14,8,22,3,8,14,21,4,tensor([[0]])
18383,10,6,17,4,6,10,14,7,tensor([[0]])
18384,5,9,14,9,9,5,11,12,tensor([[0]])
18385,1,13,16,8,13,1,12,12,tensor([[0]])
18386,1,5,7,4,5,1,4,7,tensor([[0]])
18387,1,6,8,4,6,1,4,8,tensor([[0]])
18388,1,14,15,7,14,1,4,18,tensor([[0]])
18389,12,14,27,8,14,12,17,18,tensor([[0]])
18390,12,10,23,4,10,12,15,12,tensor([[0]])
18391,6,10,17,5,10,6,9,13,tensor([[0]])
18392,0,12,15,6,12,0,2,19,tensor([[0]])
18393,5,11,17,8,11,5,9,16,tensor([[0]])
18394,2,11,14,7,11,2,5,16,tensor([[0]])
18395,12,13,26,7,13,12,17,16,tensor([[0]])
18396,13,12,26,7,12,13,18,15,tensor([[0]])
18397,11,9,21,5,9,11,13,13,tensor([[0]])
18398,17,12,30,6,12,17,22,14,tensor([[0]])
18399,17,13,31,5,13,17,22,14,tensor([[0]])
18400,6,11,17,5,11,6,12,10,tensor([[0]])
18401,12,11,24,4,11,12,16,12,tensor([[0]])
18402,8,6,15,4,6,8,15,4,tensor([[0]])
18403,7,7,15,5,7,7,15,5,tensor([[0]])
18404,8,6,15,4,6,8,15,4,tensor([[0]])
18405,8,6,15,4,6,8,15,4,tensor([[0]])
18406,7,8,16,4,8,7,15,5,tensor([[0]])
18407,7,8,16,4,8,7,15,5,tensor([[0]])
18408,9,19,31,10,19,9,20,21,tensor([[0]])
18409,8,20,31,11,20,8,20,22,tensor([[0]])
18410,7,21,31,12,21,7,20,23,tensor([[0]])
18411,8,21,32,10,21,8,20,22,tensor([[0]])
18412,9,20,32,12,20,9,21,23,tensor([[0]])
18413,9,19,31,10,19,9,20,21,tensor([[0]])
18414,9,16,28,8,16,9,19,17,tensor([[0]])
18415,8,17,28,9,17,8,19,18,tensor([[0]])
18416,8,18,29,8,18,8,19,18,tensor([[0]])
18417,8,16,27,10,16,8,19,18,tensor([[0]])
18418,12,13,28,2,13,12,20,10,tensor([[0]])
18419,9,19,31,10,19,9,20,21,tensor([[0]])
18420,7,21,31,12,21,7,20,23,tensor([[0]])
18421,6,10,19,5,10,6,16,8,tensor([[0]])
18422,10,15,25,5,15,10,22,8,tensor([[0]])
18423,2,11,13,12,11,2,18,7,tensor([[0]])
18424,7,8,16,5,8,7,14,7,tensor([[1]])
18425,2,10,14,5,10,2,7,12,tensor([[0]])
18426,3,10,15,3,10,3,7,11,tensor([[0]])
18427,4,6,11,3,6,4,10,4,tensor([[1]])
18428,4,15,20,2,15,4,9,13,tensor([[0]])
18429,4,20,25,3,20,4,9,19,tensor([[1]])
18430,9,4,14,2,4,9,15,1,tensor([[1]])
18431,8,5,14,3,5,8,15,2,tensor([[0]])
18432,8,5,14,3,5,8,15,2,tensor([[1]])
18433,8,5,14,5,5,8,16,3,tensor([[1]])
18434,8,4,13,3,4,8,15,1,tensor([[1]])
18435,8,4,13,3,4,8,15,1,tensor([[1]])
18436,4,5,10,4,5,4,10,4,tensor([[1]])
18437,4,5,10,5,5,4,11,4,tensor([[1]])
18438,4,6,11,6,6,4,12,5,tensor([[1]])
18439,4,5,10,8,5,4,10,8,tensor([[1]])
18440,9,4,13,4,4,9,15,2,tensor([[0]])
18441,4,14,18,5,14,4,9,14,tensor([[0]])
18442,4,20,24,5,20,4,9,20,tensor([[0]])
18443,8,10,18,10,10,8,16,12,tensor([[0]])
18444,8,28,36,8,28,8,14,30,tensor([[0]])
18445,8,39,47,9,39,8,14,42,tensor([[0]])
18446,18,6,24,8,6,18,26,6,tensor([[1]])
18447,16,8,24,10,8,16,26,8,tensor([[0]])
18448,16,8,24,10,8,16,26,8,tensor([[1]])
18449,16,8,24,14,8,16,28,10,tensor([[1]])
18450,16,6,22,10,6,16,26,6,tensor([[1]])
18451,16,7,23,9,7,16,26,6,tensor([[1]])
18452,9,5,14,8,5,9,15,7,tensor([[0]])
18453,11,7,18,4,7,11,21,1,tensor([[0]])
18454,8,5,13,7,5,8,14,6,tensor([[0]])
18455,8,5,13,7,5,8,14,6,tensor([[0]])
18456,8,27,35,9,27,8,14,30,tensor([[0]])
18457,3,10,15,9,10,3,15,9,tensor([[0]])
18458,17,7,25,5,7,17,25,5,tensor([[0]])
18459,6,7,14,8,7,6,16,6,tensor([[0]])
18460,12,14,28,15,14,12,32,11,tensor([[0]])
18461,18,7,26,4,7,18,26,4,tensor([[0]])
18462,17,7,25,5,7,17,25,5,tensor([[0]])
18463,21,9,31,9,9,21,34,6,tensor([[0]])
18464,34,15,51,8,15,34,50,9,tensor([[0]])
18465,40,48,91,13,48,40,59,45,tensor([[0]])
18466,20,17,40,11,17,20,38,13,tensor([[0]])
18467,20,44,67,10,44,20,33,44,tensor([[0]])
18468,29,48,80,16,48,29,50,46,tensor([[0]])
18469,51,48,102,10,48,51,68,44,tensor([[0]])
18470,1,6,8,9,6,1,2,15,tensor([[0]])
18471,0,16,16,42,16,0,28,30,tensor([[0]])
18472,0,11,12,11,11,0,5,18,tensor([[0]])
18473,0,11,12,11,11,0,5,18,tensor([[0]])
18474,0,9,10,8,9,0,4,14,tensor([[0]])
18475,0,9,10,8,9,0,4,14,tensor([[0]])
18476,0,10,11,7,10,0,4,14,tensor([[0]])
18477,0,10,11,7,10,0,4,14,tensor([[0]])
18478,0,11,12,9,11,0,5,16,tensor([[0]])
18479,5,8,14,8,8,5,9,13,tensor([[0]])
18480,0,9,10,9,9,0,3,16,tensor([[0]])
18481,17,11,29,3,11,17,21,11,tensor([[0]])
18482,13,11,25,4,11,13,22,7,tensor([[0]])
18483,14,30,48,5,30,14,32,21,tensor([[0]])
18484,14,28,46,6,28,14,32,20,tensor([[0]])
18485,5,10,16,7,10,5,7,16,tensor([[0]])
18486,6,9,16,4,9,6,8,12,tensor([[0]])
18487,2,6,9,3,6,2,9,3,tensor([[0]])
18488,3,6,10,4,6,3,10,4,tensor([[0]])
18489,3,4,7,7,4,3,8,6,tensor([[0]])
18490,8,5,13,6,5,8,14,5,tensor([[0]])
18491,7,6,13,7,6,7,14,6,tensor([[0]])
18492,7,7,14,6,7,7,14,6,tensor([[0]])
18493,4,4,8,6,4,4,8,6,tensor([[0]])
18494,9,5,14,5,5,9,14,5,tensor([[0]])
18495,8,6,14,6,6,8,14,6,tensor([[0]])
18496,8,6,14,6,6,8,14,6,tensor([[0]])
18497,8,6,14,6,6,8,14,6,tensor([[0]])
18498,8,6,14,6,6,8,14,6,tensor([[0]])
18499,7,7,14,7,7,7,14,7,tensor([[0]])
18500,7,8,15,6,8,7,14,7,tensor([[0]])
18501,4,6,10,7,6,4,9,8,tensor([[0]])
18502,4,5,9,8,5,4,9,8,tensor([[0]])
18503,11,3,14,6,3,11,14,6,tensor([[0]])
18504,7,8,15,8,8,7,15,8,tensor([[0]])
18505,7,9,16,7,9,7,16,7,tensor([[0]])
18506,4,13,17,6,13,4,11,12,tensor([[0]])
18507,7,8,15,4,8,7,12,7,tensor([[0]])
18508,7,10,17,5,10,7,15,7,tensor([[0]])
18509,5,9,16,9,9,5,12,13,tensor([[0]])
18510,9,6,15,6,6,9,16,5,tensor([[0]])
18511,5,19,24,5,19,5,18,11,tensor([[0]])
18512,7,10,17,7,10,7,14,10,tensor([[0]])
18513,7,13,20,5,13,7,16,9,tensor([[0]])
18514,8,7,15,7,7,8,14,8,tensor([[0]])
18515,8,11,19,8,11,8,18,9,tensor([[0]])
18516,12,11,25,3,11,12,25,3,tensor([[0]])
18517,0,13,13,7,13,0,2,18,tensor([[0]])
18518,0,13,13,8,13,0,3,18,tensor([[0]])
18519,1,9,13,5,9,1,10,8,tensor([[0]])
18520,3,5,8,5,5,3,10,3,tensor([[0]])
18521,0,29,29,13,29,0,6,36,tensor([[0]])
18522,10,6,16,1,6,10,17,0,tensor([[0]])
18523,16,9,25,2,9,16,24,3,tensor([[0]])
18524,9,8,17,1,8,9,16,2,tensor([[0]])
18525,1,5,6,12,5,1,3,15,tensor([[0]])
18526,4,8,12,4,8,4,6,10,tensor([[0]])
18527,4,9,13,4,9,4,7,10,tensor([[0]])
18528,5,10,15,4,10,5,8,11,tensor([[0]])
18529,10,4,14,7,4,10,14,7,tensor([[0]])
18530,4,10,14,4,10,4,7,11,tensor([[0]])
18531,5,11,16,4,11,5,8,12,tensor([[0]])
18532,4,6,10,6,6,4,8,8,tensor([[0]])
18533,4,6,10,5,6,4,8,7,tensor([[0]])
18534,10,4,14,4,4,10,13,5,tensor([[0]])
18535,4,8,12,4,8,4,7,9,tensor([[0]])
18536,5,8,13,5,8,5,8,10,tensor([[0]])
18537,9,5,14,4,5,9,13,5,tensor([[0]])
18538,5,7,12,5,7,5,8,9,tensor([[0]])
18539,19,11,31,5,11,19,35,1,tensor([[0]])
18540,9,8,18,7,8,9,18,7,tensor([[0]])
18541,9,7,17,10,7,9,19,8,tensor([[0]])
18542,6,15,22,6,15,6,12,16,tensor([[0]])
18543,0,16,17,12,16,0,6,23,tensor([[0]])
18544,16,9,26,3,9,16,24,5,tensor([[0]])
18545,4,13,17,6,13,4,12,11,tensor([[0]])
18546,0,5,5,4,5,0,1,8,tensor([[0]])
18547,4,8,13,4,8,4,10,7,tensor([[0]])
18548,0,11,13,7,11,0,12,8,tensor([[0]])
18549,4,24,28,3,24,4,4,27,tensor([[0]])
18550,0,16,16,6,16,0,2,20,tensor([[0]])
18551,11,18,29,8,18,11,19,18,tensor([[0]])
18552,7,16,23,5,16,7,16,12,tensor([[0]])
18553,7,16,23,5,16,7,16,12,tensor([[0]])
18554,4,24,28,7,24,4,16,19,tensor([[1]])
18555,4,22,26,7,22,4,16,17,tensor([[0]])
18556,4,26,30,7,26,4,16,21,tensor([[1]])
18557,4,36,40,14,36,4,18,36,tensor([[0]])
18558,4,22,28,7,22,4,16,19,tensor([[0]])
18559,4,19,23,11,19,4,17,17,tensor([[0]])
18560,3,9,12,6,9,3,9,9,tensor([[0]])
18561,3,8,11,6,8,3,10,7,tensor([[0]])
18562,2,9,11,7,9,2,10,8,tensor([[0]])
18563,11,15,27,13,15,11,26,14,tensor([[0]])
18564,11,15,27,13,15,11,26,14,tensor([[0]])
18565,11,16,28,13,16,11,27,14,tensor([[0]])
18566,11,16,28,13,16,11,27,14,tensor([[0]])
18567,11,14,26,14,14,11,26,14,tensor([[0]])
18568,9,14,24,5,14,9,18,11,tensor([[0]])
18569,9,14,24,5,14,9,18,11,tensor([[0]])
18570,14,16,31,8,16,14,24,15,tensor([[0]])
18571,11,10,22,5,10,11,20,7,tensor([[0]])
18572,4,7,11,7,7,4,7,11,tensor([[0]])
18573,3,8,12,6,8,3,6,12,tensor([[0]])
18574,2,8,11,7,8,2,6,12,tensor([[0]])
18575,5,32,37,38,32,5,20,55,tensor([[0]])
18576,5,35,40,46,35,5,25,61,tensor([[0]])
18577,1,13,14,12,13,1,14,12,tensor([[0]])
18578,7,6,13,7,6,7,15,5,tensor([[0]])
18579,3,8,11,8,8,3,8,11,tensor([[0]])
18580,4,5,9,8,5,4,7,10,tensor([[0]])
18581,4,7,11,8,7,4,7,12,tensor([[0]])
18582,4,5,9,9,5,4,6,12,tensor([[0]])
18583,4,5,9,9,5,4,7,11,tensor([[0]])
18584,4,7,11,11,7,4,12,10,tensor([[0]])
18585,5,7,12,8,7,5,13,7,tensor([[0]])
18586,4,3,7,10,3,4,10,7,tensor([[0]])
18587,5,4,9,5,4,5,9,5,tensor([[0]])
18588,4,6,10,7,6,4,10,7,tensor([[0]])
18589,3,8,11,5,8,3,5,11,tensor([[0]])
18590,23,21,44,4,21,23,46,2,tensor([[0]])
18591,20,15,35,14,15,20,48,1,tensor([[0]])
18592,16,15,31,18,15,16,47,2,tensor([[0]])
18593,16,18,34,20,18,16,49,5,tensor([[0]])
18594,20,5,27,3,5,20,25,5,tensor([[0]])
18595,9,6,15,2,6,9,14,3,tensor([[0]])
18596,20,10,30,2,10,20,31,1,tensor([[0]])
18597,0,7,7,4,7,0,3,8,tensor([[0]])
18598,8,8,16,5,8,8,18,3,tensor([[0]])
18599,1,11,12,9,11,1,13,8,tensor([[0]])
18600,0,13,18,11,13,0,5,24,tensor([[0]])
18601,11,7,18,3,7,11,19,2,tensor([[0]])
18602,10,8,18,4,8,10,20,2,tensor([[0]])
18603,10,8,18,5,8,10,22,1,tensor([[0]])
18604,10,7,17,5,7,10,20,2,tensor([[0]])
18605,9,7,16,4,7,9,18,2,tensor([[0]])
18606,8,8,16,5,8,8,19,2,tensor([[0]])
18607,8,8,16,6,8,8,21,1,tensor([[0]])
18608,8,8,16,5,8,8,18,3,tensor([[0]])
18609,11,20,33,11,20,11,23,21,tensor([[0]])
18610,10,22,34,11,22,10,23,22,tensor([[0]])
18611,10,23,35,11,23,10,24,22,tensor([[0]])
18612,10,21,33,12,21,10,23,22,tensor([[0]])
18613,9,20,31,12,20,9,22,21,tensor([[0]])
18614,8,22,32,12,22,8,22,22,tensor([[0]])
18615,8,23,33,12,23,8,23,22,tensor([[0]])
18616,8,20,30,14,20,8,23,21,tensor([[0]])
18617,15,13,30,2,13,15,22,10,tensor([[1]])
18618,14,14,30,3,14,14,23,10,tensor([[0]])
18619,14,15,31,3,15,14,24,10,tensor([[1]])
18620,12,14,28,4,14,12,22,10,tensor([[0]])
18621,23,18,43,10,18,23,39,14,tensor([[0]])
18622,23,19,44,10,19,23,40,14,tensor([[0]])
18623,11,8,19,10,8,11,18,11,tensor([[0]])
18624,11,9,20,10,9,11,18,12,tensor([[0]])
18625,1,5,7,5,5,1,4,8,tensor([[0]])
18626,2,11,13,15,11,2,10,18,tensor([[0]])
18627,5,6,11,9,6,5,13,7,tensor([[0]])
18628,18,13,31,20,13,18,34,17,tensor([[0]])
18629,16,14,30,17,14,16,32,15,tensor([[0]])
18630,14,18,32,23,18,14,32,23,tensor([[0]])
18631,18,14,32,19,14,18,34,17,tensor([[0]])
18632,16,14,30,17,14,16,32,15,tensor([[0]])
18633,14,16,30,19,16,14,32,17,tensor([[0]])
18634,12,22,34,17,22,12,32,19,tensor([[0]])
18635,18,11,29,16,11,18,32,13,tensor([[0]])
18636,16,11,27,18,11,16,32,13,tensor([[0]])
18637,16,11,27,18,11,16,32,13,tensor([[0]])
18638,16,13,29,18,13,16,32,15,tensor([[0]])
18639,16,13,29,18,13,16,32,15,tensor([[0]])
18640,14,15,29,20,15,14,32,17,tensor([[0]])
18641,24,19,45,20,19,24,44,21,tensor([[0]])
18642,28,16,46,11,16,28,44,13,tensor([[0]])
18643,22,27,51,12,27,22,44,19,tensor([[0]])
18644,26,20,48,13,20,26,46,15,tensor([[0]])
18645,28,17,47,16,17,28,46,17,tensor([[0]])
18646,28,17,47,16,17,28,46,17,tensor([[0]])
18647,28,15,43,20,15,28,48,15,tensor([[0]])
18648,24,20,46,15,20,24,44,17,tensor([[0]])
18649,26,18,46,13,18,26,44,15,tensor([[0]])
18650,26,17,45,14,17,26,44,15,tensor([[0]])
18651,26,18,46,13,18,26,44,15,tensor([[0]])
18652,26,19,47,18,19,26,44,21,tensor([[0]])
18653,22,32,56,13,32,22,50,19,tensor([[0]])
18654,26,17,45,14,17,26,44,15,tensor([[0]])
18655,24,15,41,14,15,24,42,13,tensor([[1]])
18656,7,13,20,6,13,7,13,13,tensor([[1]])
18657,5,10,15,5,10,5,12,8,tensor([[1]])
18658,2,26,31,11,26,2,11,31,tensor([[0]])
18659,3,13,16,7,13,3,6,17,tensor([[0]])
18660,3,15,18,9,15,3,11,16,tensor([[0]])
18661,1,14,16,7,14,1,9,14,tensor([[0]])
18662,5,14,19,6,14,5,9,16,tensor([[1]])
18663,4,19,23,4,19,4,22,5,tensor([[0]])
18664,2,15,17,12,15,2,10,19,tensor([[0]])
18665,5,15,22,4,15,5,11,15,tensor([[0]])
18666,0,9,9,3,9,0,1,11,tensor([[0]])
18667,0,19,19,9,19,0,9,19,tensor([[0]])
18668,6,13,19,7,13,6,17,9,tensor([[0]])
18669,2,12,14,3,12,2,2,15,tensor([[0]])
18670,11,17,28,13,17,11,25,16,tensor([[0]])
18671,13,17,30,9,17,13,26,13,tensor([[0]])
18672,8,15,23,10,15,8,19,14,tensor([[0]])
18673,14,13,28,10,13,14,25,13,tensor([[0]])
18674,2,4,6,13,4,2,4,15,tensor([[0]])
18675,11,16,27,10,16,11,25,12,tensor([[0]])
18676,12,18,30,13,18,12,26,17,tensor([[0]])
18677,23,26,49,20,26,23,43,26,tensor([[0]])
18678,10,24,34,11,24,10,22,23,tensor([[0]])
18679,4,6,10,10,6,4,9,11,tensor([[0]])
18680,6,5,11,9,5,6,12,8,tensor([[0]])
18681,4,9,13,6,9,4,8,11,tensor([[0]])
18682,8,6,14,8,6,8,13,9,tensor([[0]])
18683,3,9,12,11,9,3,8,15,tensor([[0]])
18684,3,6,9,13,6,3,9,13,tensor([[0]])
18685,3,5,8,14,5,3,9,13,tensor([[0]])
18686,4,5,9,16,5,4,10,15,tensor([[0]])
18687,4,6,10,9,6,4,6,13,tensor([[0]])
18688,16,12,29,7,12,16,28,8,tensor([[0]])
18689,8,6,14,13,6,8,16,11,tensor([[0]])
18690,9,4,13,12,4,9,16,9,tensor([[0]])
18691,8,8,16,9,8,8,14,11,tensor([[0]])
18692,11,12,25,4,12,11,23,6,tensor([[0]])
18693,11,10,22,5,10,11,23,4,tensor([[0]])
18694,7,9,16,7,9,7,12,11,tensor([[0]])
18695,9,10,19,10,10,9,17,12,tensor([[0]])
18696,9,11,20,10,11,9,18,12,tensor([[0]])
18697,8,9,17,19,9,8,16,20,tensor([[0]])
18698,7,12,19,17,12,7,22,14,tensor([[0]])
18699,0,12,12,6,12,0,10,8,tensor([[0]])
18700,3,17,20,8,17,3,16,12,tensor([[0]])
18701,0,14,14,6,14,0,11,9,tensor([[0]])
18702,5,12,17,6,12,5,17,6,tensor([[0]])
18703,0,12,12,3,12,0,1,14,tensor([[0]])
18704,0,13,13,3,13,0,2,14,tensor([[0]])
18705,5,13,18,4,13,5,9,13,tensor([[0]])
18706,0,10,10,3,10,0,3,10,tensor([[0]])
18707,0,15,15,3,15,0,3,15,tensor([[0]])
18708,5,12,17,4,12,5,9,12,tensor([[0]])
18709,7,41,49,4,41,7,8,45,tensor([[0]])
18710,7,8,15,3,8,7,13,5,tensor([[0]])
18711,1,5,6,5,5,1,4,7,tensor([[0]])
18712,0,3,3,3,3,0,0,6,tensor([[0]])
18713,3,8,11,5,8,3,10,6,tensor([[0]])
18714,3,10,13,3,10,3,9,7,tensor([[0]])
18715,9,22,32,12,22,9,22,22,tensor([[0]])
18716,5,28,33,12,28,5,12,33,tensor([[0]])
18717,4,18,22,11,18,4,13,20,tensor([[0]])
18718,3,24,27,12,24,3,12,27,tensor([[0]])
18719,0,24,25,4,24,0,4,25,tensor([[0]])
18720,6,6,12,4,6,6,14,2,tensor([[0]])
18721,15,10,25,3,10,15,26,2,tensor([[0]])
18722,14,15,29,3,15,14,25,7,tensor([[0]])
18723,8,13,21,4,13,8,19,6,tensor([[0]])
18724,6,16,23,9,16,6,9,23,tensor([[0]])
18725,8,23,31,0,23,8,12,19,tensor([[0]])
18726,0,20,20,6,20,0,0,26,tensor([[0]])
18727,5,19,24,6,19,5,18,12,tensor([[0]])
18728,6,7,13,5,7,6,13,5,tensor([[0]])
18729,6,8,15,3,8,6,9,9,tensor([[0]])
18730,5,15,21,6,15,5,8,19,tensor([[0]])
18731,14,9,23,1,9,14,20,4,tensor([[0]])
18732,7,7,14,5,7,7,12,7,tensor([[0]])
18733,7,7,14,5,7,7,12,7,tensor([[0]])
18734,7,7,14,5,7,7,12,7,tensor([[0]])
18735,11,7,18,3,7,11,16,5,tensor([[0]])
18736,6,8,14,6,8,6,12,8,tensor([[0]])
18737,10,8,18,4,8,10,16,6,tensor([[0]])
18738,8,5,13,4,5,8,12,5,tensor([[0]])
18739,11,8,19,2,8,11,16,5,tensor([[0]])
18740,7,6,13,3,6,7,11,5,tensor([[0]])
18741,7,9,16,4,9,7,15,5,tensor([[0]])
18742,9,7,16,4,7,9,13,7,tensor([[0]])
18743,7,8,15,5,8,7,12,8,tensor([[0]])
18744,9,5,14,3,5,9,13,4,tensor([[0]])
18745,10,10,20,3,10,10,16,7,tensor([[0]])
18746,9,6,15,5,6,9,12,8,tensor([[0]])
18747,8,8,17,3,8,8,13,7,tensor([[0]])
18748,6,8,14,6,8,6,14,6,tensor([[0]])
18749,10,9,19,3,9,10,17,5,tensor([[0]])
18750,7,15,22,11,15,7,19,14,tensor([[0]])
18751,3,10,13,7,10,3,10,10,tensor([[0]])
18752,8,11,19,14,11,8,18,15,tensor([[0]])
18753,7,14,21,7,14,7,18,10,tensor([[0]])
18754,9,12,22,7,12,9,19,10,tensor([[0]])
18755,8,12,20,6,12,8,19,7,tensor([[0]])
18756,7,15,22,11,15,7,19,14,tensor([[0]])
18757,8,36,44,24,36,8,30,38,tensor([[0]])
18758,9,12,21,7,12,9,19,9,tensor([[0]])
18759,4,10,14,5,10,4,11,8,tensor([[0]])
18760,5,8,13,7,8,5,11,9,tensor([[0]])
18761,16,12,29,7,12,16,29,7,tensor([[0]])
18762,26,22,50,10,22,26,50,10,tensor([[0]])
18763,16,11,28,5,11,16,28,5,tensor([[0]])
18764,16,12,29,7,12,16,29,7,tensor([[0]])
18765,3,10,13,10,10,3,11,12,tensor([[0]])
18766,4,12,16,8,12,4,12,12,tensor([[0]])
18767,4,10,14,11,10,4,11,14,tensor([[0]])
18768,5,8,13,8,8,5,11,10,tensor([[0]])
18769,14,17,32,5,17,14,30,7,tensor([[0]])
18770,4,9,13,9,9,4,11,11,tensor([[0]])
18771,15,12,28,6,12,15,28,6,tensor([[0]])
18772,4,11,16,8,11,4,12,12,tensor([[0]])
18773,8,18,26,14,18,8,22,18,tensor([[0]])
18774,9,9,18,7,9,9,18,7,tensor([[0]])
18775,4,24,28,16,24,4,26,18,tensor([[0]])
18776,6,10,16,8,10,6,16,8,tensor([[0]])
18777,8,20,30,8,20,8,24,14,tensor([[0]])
18778,8,18,26,8,18,8,22,12,tensor([[0]])
18779,4,9,13,7,9,4,11,9,tensor([[0]])
18780,8,11,19,5,11,8,18,6,tensor([[0]])
18781,4,9,13,10,9,4,11,12,tensor([[0]])
18782,8,10,18,8,10,8,17,9,tensor([[0]])
18783,8,11,19,5,11,8,18,6,tensor([[0]])
18784,8,10,18,5,10,8,17,6,tensor([[0]])
18785,7,10,17,7,10,7,17,7,tensor([[0]])
18786,4,8,12,8,8,4,12,8,tensor([[0]])
18787,14,15,30,6,15,14,30,6,tensor([[0]])
18788,15,13,29,5,13,15,28,6,tensor([[0]])
18789,14,13,28,7,13,14,28,7,tensor([[0]])
18790,3,12,15,9,12,3,13,11,tensor([[0]])
18791,4,9,13,9,9,4,11,11,tensor([[0]])
18792,4,16,20,16,16,4,16,20,tensor([[0]])
18793,15,14,30,5,14,15,29,6,tensor([[0]])
18794,15,13,29,8,13,15,28,9,tensor([[1]])
18795,5,9,14,10,9,5,12,12,tensor([[0]])
18796,4,8,12,9,8,4,12,9,tensor([[0]])
18797,4,6,10,9,6,4,12,7,tensor([[0]])
18798,4,8,13,7,8,4,12,8,tensor([[0]])
18799,4,6,10,10,6,4,10,10,tensor([[0]])
18800,4,6,10,10,6,4,10,10,tensor([[0]])
18801,4,6,10,9,6,4,12,7,tensor([[0]])
18802,4,5,9,11,5,4,10,10,tensor([[0]])
18803,9,6,15,13,6,9,14,14,tensor([[0]])
18804,14,9,24,8,9,14,25,7,tensor([[0]])
18805,20,7,27,9,7,20,28,8,tensor([[0]])
18806,19,10,29,8,10,19,28,9,tensor([[0]])
18807,19,9,28,9,9,19,28,9,tensor([[0]])
18808,19,9,28,9,9,19,28,9,tensor([[0]])
18809,24,10,34,12,10,24,34,12,tensor([[0]])
18810,22,12,34,13,12,22,34,13,tensor([[0]])
18811,18,13,32,7,13,18,31,8,tensor([[0]])
18812,20,14,35,8,14,20,33,10,tensor([[0]])
18813,19,12,32,7,12,19,31,8,tensor([[0]])
18814,20,11,32,6,11,20,31,7,tensor([[0]])
18815,15,11,26,5,11,15,26,5,tensor([[0]])
18816,14,9,23,9,9,14,22,10,tensor([[0]])
18817,14,10,24,8,10,14,22,10,tensor([[0]])
18818,15,11,27,11,11,15,23,15,tensor([[0]])
18819,14,12,27,7,12,14,25,9,tensor([[0]])
18820,4,7,12,5,7,4,9,8,tensor([[0]])
18821,15,14,30,11,14,15,26,15,tensor([[0]])
